,,,,,,Daily Price Report-01-01-2026 to 03-09-2026 for Maharashtra,,,,,
State/UT,District,Market,Commodity Group,Commodity,Variety,Grade,Min Price,Max Price,Modal Price,Price Unit,Price Date
Maharashtra,Ahilyanagar,APMC Ahilyanagar ,Cereals,Wheat,Other,FAQ,"2,700.00","2,800.00","2,750.00",Rs./Quintal,01-09-2026
Maharashtra,Ahilyanagar,APMC Ahilyanagar ,Cereals,Wheat,Other,FAQ,"2,650.00","2,750.00","2,700.00",Rs./Quintal,31-08-2026
Maharashtra,Ahilyanagar,APMC Ahilyanagar ,Cereals,Wheat,Other,FAQ,"2,600.00","2,700.00","2,650.00",Rs./Quintal,22-08-2026
Maharashtra,Ahilyanagar,APMC Ahilyanagar ,Cereals,Wheat,Other,FAQ,"2,600.00","2,800.00","2,700.00",Rs./Quintal,20-08-2026
Maharashtra,Ahilyanagar,APMC Ahilyanagar ,Cereals,Wheat,Other,FAQ,"2,600.00","2,700.00","2,650.00",Rs./Quintal,19-08-2026
Maharashtra,Ahilyanagar,APMC Ahilyanagar ,Cereals,Wheat,Other,FAQ,"2,650.00","2,750.00","2,700.00",Rs./Quintal,18-08-2026
Maharashtra,Ahilyanagar,APMC Ahilyanagar ,Cereals,Wheat,Other,FAQ,"2,650.00","2,750.00","2,700.00",Rs./Quintal,17-08-2026
Maharashtra,Ahilyanagar,APMC Ahilyanagar ,Cereals,Wheat,Other,FAQ,"2,650.00","2,750.00","2,700.00",Rs./Quintal,13-08-2026
Maharashtra,Ahilyanagar,APMC Ahilyanagar ,Cereals,Wheat,Other,FAQ,"2,700.00","2,800.00","2,750.00",Rs./Quintal,12-08-2026
Maharashtra,Ahilyanagar,APMC Ahilyanagar ,Cereals,Wheat,Other,FAQ,"2,600.00","2,800.00","2,700.00",Rs./Quintal,11-08-2026
Maharashtra,Ahilyanagar,APMC Ahilyanagar ,Cereals,Wheat,Other,FAQ,"2,700.00","2,750.00","2,725.00",Rs./Quintal,07-08-2026
Maharashtra,Ahilyanagar,APMC Ahilyanagar ,Cereals,Wheat,Other,FAQ,"2,700.00","2,800.00","2,750.00",Rs./Quintal,06-08-2026
Maharashtra,Ahilyanagar,APMC Ahilyanagar ,Cereals,Wheat,Other,Non-FAQ,"2,500.00","2,500.00","2,500.00",Rs./Quintal,05-08-2026
Maharashtra,Ahilyanagar,APMC Ahilyanagar ,Cereals,Wheat,Other,FAQ,"2,650.00","2,650.00","2,650.00",Rs./Quintal,04-08-2026
Maharashtra,Ahilyanagar,APMC Ahilyanagar ,Cereals,Wheat,Other,FAQ,"2,600.00","2,700.00","2,650.00",Rs./Quintal,30-07-2026
Maharashtra,Ahilyanagar,APMC Ahilyanagar ,Cereals,Wheat,Other,FAQ,"2,600.00","2,600.00","2,600.00",Rs./Quintal,23-07-2026
Maharashtra,Ahilyanagar,APMC Ahilyanagar ,Cereals,Wheat,Other,FAQ,"2,600.00","2,700.00","2,650.00",Rs./Quintal,22-07-2026
Maharashtra,Ahilyanagar,APMC Ahilyanagar ,Cereals,Wheat,Other,FAQ,"2,625.00","2,625.00","2,625.00",Rs./Quintal,21-07-2026
Maharashtra,Ahilyanagar,APMC Ahilyanagar ,Cereals,Wheat,Other,FAQ,"2,625.00","2,625.00","2,625.00",Rs./Quintal,17-07-2026
Maharashtra,Ahilyanagar,APMC Ahilyanagar ,Cereals,Wheat,Other,Non-FAQ,"2,550.00","2,550.00","2,550.00",Rs./Quintal,16-07-2026
Maharashtra,Ahilyanagar,APMC Ahilyanagar ,Cereals,Wheat,Other,Non-FAQ,"2,550.00","2,550.00","2,550.00",Rs./Quintal,15-07-2026
Maharashtra,Ahilyanagar,APMC Ahilyanagar ,Cereals,Wheat,Other,Non-FAQ,"2,550.00","2,550.00","2,550.00",Rs./Quintal,14-07-2026
Maharashtra,Ahilyanagar,APMC Ahilyanagar ,Cereals,Wheat,Other,Non-FAQ,"2,500.00","2,500.00","2,500.00",Rs./Quintal,13-07-2026
Maharashtra,Ahilyanagar,APMC Ahilyanagar ,Cereals,Wheat,Other,Non-FAQ,"2,500.00","2,500.00","2,500.00",Rs./Quintal,09-07-2026
Maharashtra,Ahilyanagar,APMC Ahilyanagar ,Cereals,Wheat,Other,Non-FAQ,"2,450.00","2,570.00","2,510.00",Rs./Quintal,08-07-2026
Maharashtra,Ahilyanagar,APMC Ahilyanagar ,Cereals,Wheat,Other,Non-FAQ,"2,550.00","2,550.00","2,550.00",Rs./Quintal,07-07-2026
Maharashtra,Ahilyanagar,APMC Ahilyanagar ,Cereals,Wheat,Other,Non-FAQ,"2,500.00","2,500.00","2,500.00",Rs./Quintal,06-07-2026
Maharashtra,Ahilyanagar,APMC Ahilyanagar ,Cereals,Wheat,Other,Non-FAQ,"2,550.00","2,550.00","2,550.00",Rs./Quintal,03-07-2026
Maharashtra,Ahilyanagar,APMC Ahilyanagar ,Cereals,Wheat,Other,Non-FAQ,"2,550.00","2,550.00","2,550.00",Rs./Quintal,02-07-2026
Maharashtra,Ahilyanagar,APMC Ahilyanagar ,Cereals,Wheat,Other,Non-FAQ,"2,200.00","2,400.00","2,300.00",Rs./Quintal,01-07-2026
Maharashtra,Ahilyanagar,APMC Ahilyanagar ,Cereals,Wheat,Other,Non-FAQ,"2,500.00","2,550.00","2,525.00",Rs./Quintal,30-06-2026
Maharashtra,Ahilyanagar,APMC Ahilyanagar ,Cereals,Wheat,Other,Non-FAQ,"2,200.00","2,400.00","2,300.00",Rs./Quintal,29-06-2026
Maharashtra,Ahilyanagar,APMC Ahilyanagar ,Cereals,Wheat,Other,Non-FAQ,"2,200.00","2,400.00","2,300.00",Rs./Quintal,22-06-2026
Maharashtra,Ahilyanagar,APMC Ahilyanagar ,Cereals,Wheat,Other,Non-FAQ,"2,050.00","2,400.00","2,225.00",Rs./Quintal,19-06-2026
Maharashtra,Ahilyanagar,APMC Ahilyanagar ,Cereals,Wheat,Other,Non-FAQ,"2,000.00","2,400.00","2,200.00",Rs./Quintal,17-06-2026
Maharashtra,Ahilyanagar,APMC Ahilyanagar ,Cereals,Wheat,Other,Non-FAQ,"2,100.00","2,400.00","2,250.00",Rs./Quintal,16-06-2026
Maharashtra,Ahilyanagar,APMC Ahilyanagar ,Cereals,Wheat,Other,Non-FAQ,"2,200.00","2,400.00","2,300.00",Rs./Quintal,15-06-2026
Maharashtra,Ahilyanagar,APMC Ahilyanagar ,Cereals,Wheat,Other,Non-FAQ,"2,000.00","2,400.00","2,200.00",Rs./Quintal,10-06-2026
Maharashtra,Ahilyanagar,APMC Ahilyanagar ,Cereals,Wheat,Other,Non-FAQ,"2,000.00","2,400.00","2,200.00",Rs./Quintal,08-06-2026
Maharashtra,Ahilyanagar,APMC Ahilyanagar ,Cereals,Wheat,Other,Non-FAQ,"2,100.00","2,400.00","2,250.00",Rs./Quintal,03-06-2026
Maharashtra,Ahilyanagar,APMC Ahilyanagar ,Cereals,Wheat,Other,Non-FAQ,"2,100.00","2,400.00","2,250.00",Rs./Quintal,02-06-2026
Maharashtra,Ahilyanagar,APMC Ahilyanagar ,Cereals,Wheat,Other,Non-FAQ,"2,000.00","2,400.00","2,200.00",Rs./Quintal,29-05-2026
Maharashtra,Ahilyanagar,APMC Ahilyanagar ,Cereals,Wheat,Other,Non-FAQ,"2,100.00","2,400.00","2,250.00",Rs./Quintal,28-05-2026
Maharashtra,Ahilyanagar,APMC Ahilyanagar ,Cereals,Wheat,Other,Non-FAQ,"2,100.00","2,400.00","2,250.00",Rs./Quintal,20-05-2026
Maharashtra,Ahilyanagar,APMC Ahilyanagar ,Cereals,Wheat,Other,Non-FAQ,"2,100.00","2,400.00","2,250.00",Rs./Quintal,19-05-2026
Maharashtra,Ahilyanagar,APMC Ahilyanagar ,Cereals,Wheat,Other,Non-FAQ,"2,100.00","2,400.00","2,250.00",Rs./Quintal,15-05-2026
Maharashtra,Ahilyanagar,APMC Ahilyanagar ,Cereals,Wheat,Other,Non-FAQ,"2,200.00","2,400.00","2,300.00",Rs./Quintal,14-05-2026
Maharashtra,Ahilyanagar,APMC Ahilyanagar ,Cereals,Wheat,Other,Non-FAQ,"2,200.00","2,400.00","2,300.00",Rs./Quintal,12-05-2026
Maharashtra,Ahilyanagar,APMC Ahilyanagar ,Cereals,Wheat,Other,Non-FAQ,"2,100.00","2,400.00","2,250.00",Rs./Quintal,11-05-2026
Maharashtra,Ahilyanagar,APMC Ahilyanagar ,Cereals,Wheat,Other,Non-FAQ,"2,200.00","2,400.00","2,300.00",Rs./Quintal,04-05-2026
Maharashtra,Ahilyanagar,APMC Ahilyanagar ,Cereals,Wheat,Other,FAQ,"2,700.00","2,700.00","2,700.00",Rs./Quintal,16-04-2026
Maharashtra,Ahilyanagar,APMC Ahilyanagar ,Cereals,Wheat,Other,Non-FAQ,"2,100.00","2,300.00","2,200.00",Rs./Quintal,16-04-2026
Maharashtra,Ahilyanagar,APMC Ahilyanagar ,Cereals,Wheat,Other,Non-FAQ,"2,000.00","2,400.00","2,200.00",Rs./Quintal,09-04-2026
Maharashtra,Ahilyanagar,APMC Ahilyanagar ,Cereals,Wheat,Other,Non-FAQ,"2,100.00","2,350.00","2,225.00",Rs./Quintal,08-04-2026
Maharashtra,Ahilyanagar,APMC Ahilyanagar ,Cereals,Wheat,Other,Non-FAQ,"2,100.00","2,300.00","2,200.00",Rs./Quintal,07-04-2026
Maharashtra,Ahilyanagar,APMC Ahilyanagar ,Cereals,Wheat,Other,Non-FAQ,"2,100.00","2,350.00","2,225.00",Rs./Quintal,06-04-2026
Maharashtra,Ahilyanagar,APMC Ahilyanagar ,Cereals,Wheat,Other,Non-FAQ,"2,100.00","2,300.00","2,200.00",Rs./Quintal,03-04-2026
Maharashtra,Ahilyanagar,APMC Ahilyanagar ,Cereals,Wheat,Other,Non-FAQ,"2,100.00","2,300.00","2,200.00",Rs./Quintal,01-04-2026
Maharashtra,Ahilyanagar,APMC Ahilyanagar ,Cereals,Wheat,Other,Non-FAQ,"2,150.00","2,350.00","2,250.00",Rs./Quintal,27-03-2026
Maharashtra,Ahilyanagar,APMC Ahilyanagar ,Cereals,Wheat,Other,Non-FAQ,"2,100.00","2,300.00","2,200.00",Rs./Quintal,24-03-2026
Maharashtra,Ahilyanagar,APMC Ahilyanagar ,Cereals,Wheat,Other,Non-FAQ,"2,100.00","2,350.00","2,225.00",Rs./Quintal,16-03-2026
Maharashtra,Ahilyanagar,APMC Ahilyanagar ,Cereals,Wheat,Other,Non-FAQ,"2,200.00","2,350.00","2,275.00",Rs./Quintal,14-03-2026
Maharashtra,Ahilyanagar,APMC Ahilyanagar ,Cereals,Wheat,Other,Non-FAQ,"2,200.00","2,400.00","2,300.00",Rs./Quintal,13-03-2026
Maharashtra,Ahilyanagar,APMC Ahilyanagar ,Cereals,Wheat,Other,Non-FAQ,"2,200.00","2,400.00","2,300.00",Rs./Quintal,11-03-2026
Maharashtra,Ahilyanagar,APMC Ahilyanagar ,Cereals,Wheat,Other,Non-FAQ,"2,200.00","2,350.00","2,275.00",Rs./Quintal,10-03-2026
Maharashtra,Ahilyanagar,APMC Ahilyanagar ,Cereals,Wheat,Other,FAQ,"2,450.00","2,450.00","2,450.00",Rs./Quintal,05-03-2026
Maharashtra,Ahilyanagar,APMC Ahilyanagar ,Cereals,Wheat,Other,Non-FAQ,"2,200.00","2,350.00","2,275.00",Rs./Quintal,05-03-2026
Maharashtra,Ahilyanagar,APMC Ahilyanagar ,Cereals,Wheat,Other,Non-FAQ,"2,200.00","2,400.00","2,300.00",Rs./Quintal,04-03-2026
Maharashtra,Ahilyanagar,APMC Ahilyanagar ,Cereals,Wheat,Other,Non-FAQ,"2,200.00","2,400.00","2,300.00",Rs./Quintal,03-03-2026
Maharashtra,Ahilyanagar,APMC Ahilyanagar ,Cereals,Wheat,Other,Non-FAQ,"2,200.00","2,400.00","2,300.00",Rs./Quintal,02-03-2026
Maharashtra,Ahilyanagar,APMC Ahilyanagar ,Cereals,Wheat,Other,Non-FAQ,"2,200.00","2,400.00","2,300.00",Rs./Quintal,27-02-2026
Maharashtra,Ahilyanagar,APMC Ahilyanagar ,Cereals,Wheat,Other,Non-FAQ,"2,200.00","2,400.00","2,300.00",Rs./Quintal,25-02-2026
Maharashtra,Ahilyanagar,APMC Ahilyanagar ,Cereals,Wheat,Other,Non-FAQ,"2,250.00","2,400.00","2,325.00",Rs./Quintal,21-02-2026
Maharashtra,Ahilyanagar,APMC Ahilyanagar ,Cereals,Wheat,Other,FAQ,"2,450.00","2,580.00","2,515.00",Rs./Quintal,20-02-2026
Maharashtra,Ahilyanagar,APMC Ahilyanagar ,Cereals,Wheat,Other,FAQ,"2,450.00","2,500.00","2,475.00",Rs./Quintal,16-02-2026
Maharashtra,Ahilyanagar,APMC Ahilyanagar ,Cereals,Wheat,Other,FAQ,"2,450.00","2,600.00","2,525.00",Rs./Quintal,14-02-2026
Maharashtra,Ahilyanagar,APMC Ahilyanagar ,Cereals,Wheat,Other,FAQ,"2,450.00","2,700.00","2,575.00",Rs./Quintal,13-02-2026
Maharashtra,Ahilyanagar,APMC Ahilyanagar ,Cereals,Wheat,Other,FAQ,"2,500.00","2,700.00","2,600.00",Rs./Quintal,11-02-2026
Maharashtra,Ahilyanagar,APMC Ahilyanagar ,Cereals,Wheat,Other,FAQ,"2,500.00","2,800.00","2,650.00",Rs./Quintal,07-02-2026
Maharashtra,Ahilyanagar,APMC Ahilyanagar ,Cereals,Wheat,Other,FAQ,"2,500.00","2,900.00","2,725.00",Rs./Quintal,06-02-2026
Maharashtra,Ahilyanagar,APMC Ahilyanagar ,Cereals,Wheat,Other,FAQ,"2,600.00","2,800.00","2,700.00",Rs./Quintal,31-01-2026
Maharashtra,Ahilyanagar,APMC Ahilyanagar ,Cereals,Wheat,Other,FAQ,"2,600.00","3,000.00","2,800.00",Rs./Quintal,30-01-2026
Maharashtra,Ahilyanagar,APMC Ahilyanagar ,Cereals,Wheat,Other,FAQ,"2,600.00","2,800.00","2,700.00",Rs./Quintal,28-01-2026
Maharashtra,Ahilyanagar,APMC Ahilyanagar ,Cereals,Wheat,Other,FAQ,"2,600.00","2,800.00","2,700.00",Rs./Quintal,27-01-2026
Maharashtra,Ahilyanagar,APMC Ahilyanagar ,Cereals,Wheat,Other,FAQ,"2,600.00","2,800.00","2,700.00",Rs./Quintal,23-01-2026
Maharashtra,Ahilyanagar,APMC Ahilyanagar ,Cereals,Wheat,Other,FAQ,"2,650.00","2,800.00","2,725.00",Rs./Quintal,22-01-2026
Maharashtra,Ahilyanagar,APMC Ahilyanagar ,Cereals,Wheat,Other,FAQ,"2,650.00","2,900.00","2,775.00",Rs./Quintal,21-01-2026
Maharashtra,Ahilyanagar,APMC Ahilyanagar ,Cereals,Wheat,Other,FAQ,"2,600.00","3,000.00","2,800.00",Rs./Quintal,16-01-2026
Maharashtra,Ahilyanagar,APMC Ahilyanagar ,Cereals,Wheat,Other,FAQ,"2,650.00","2,850.00","2,750.00",Rs./Quintal,12-01-2026
Maharashtra,Ahilyanagar,APMC Ahilyanagar ,Cereals,Wheat,Other,FAQ,"2,600.00","2,800.00","2,700.00",Rs./Quintal,09-01-2026
Maharashtra,Ahilyanagar,APMC Ahilyanagar ,Cereals,Wheat,Other,FAQ,"2,600.00","2,750.00","2,675.00",Rs./Quintal,05-01-2026
Maharashtra,Ahilyanagar,APMC Jamkhed ,Cereals,Wheat,Other,Non-FAQ,"2,400.00","2,550.00","2,475.00",Rs./Quintal,03-09-2026
Maharashtra,Ahilyanagar,APMC Jamkhed ,Cereals,Wheat,Other,Non-FAQ,"2,300.00","2,550.00","2,425.00",Rs./Quintal,01-09-2026
Maharashtra,Ahilyanagar,APMC Jamkhed ,Cereals,Wheat,Other,Non-FAQ,"2,300.00","2,550.00","2,425.00",Rs./Quintal,29-08-2026
Maharashtra,Ahilyanagar,APMC Jamkhed ,Cereals,Wheat,Other,Non-FAQ,"2,400.00","2,550.00","2,475.00",Rs./Quintal,27-08-2026
Maharashtra,Ahilyanagar,APMC Jamkhed ,Cereals,Wheat,Other,Non-FAQ,"2,300.00","2,500.00","2,400.00",Rs./Quintal,25-08-2026
Maharashtra,Ahilyanagar,APMC Jamkhed ,Cereals,Wheat,Other,FAQ,"2,600.00","2,700.00","2,650.00",Rs./Quintal,24-08-2026
Maharashtra,Ahilyanagar,APMC Jamkhed ,Cereals,Wheat,Other,Non-FAQ,"2,300.00","2,500.00","2,400.00",Rs./Quintal,24-08-2026
Maharashtra,Ahilyanagar,APMC Jamkhed ,Cereals,Wheat,Other,FAQ,"2,600.00","2,650.00","2,625.00",Rs./Quintal,22-08-2026
Maharashtra,Ahilyanagar,APMC Jamkhed ,Cereals,Wheat,Other,FAQ,"2,600.00","2,650.00","2,625.00",Rs./Quintal,21-08-2026
Maharashtra,Ahilyanagar,APMC Jamkhed ,Cereals,Wheat,Other,FAQ,"2,600.00","2,650.00","2,625.00",Rs./Quintal,20-08-2026
Maharashtra,Ahilyanagar,APMC Jamkhed ,Cereals,Wheat,Other,Non-FAQ,"2,300.00","2,500.00","2,400.00",Rs./Quintal,20-08-2026
Maharashtra,Ahilyanagar,APMC Jamkhed ,Cereals,Wheat,Other,FAQ,"2,600.00","2,650.00","2,625.00",Rs./Quintal,17-08-2026
Maharashtra,Ahilyanagar,APMC Jamkhed ,Cereals,Wheat,Other,Non-FAQ,"2,300.00","2,500.00","2,400.00",Rs./Quintal,14-08-2026
Maharashtra,Ahilyanagar,APMC Jamkhed ,Cereals,Wheat,Other,FAQ,"2,600.00","2,700.00","2,650.00",Rs./Quintal,13-08-2026
Maharashtra,Ahilyanagar,APMC Jamkhed ,Cereals,Wheat,Other,Non-FAQ,"2,300.00","2,500.00","2,400.00",Rs./Quintal,13-08-2026
Maharashtra,Ahilyanagar,APMC Jamkhed ,Cereals,Wheat,Other,FAQ,"2,600.00","2,700.00","2,650.00",Rs./Quintal,11-08-2026
Maharashtra,Ahilyanagar,APMC Jamkhed ,Cereals,Wheat,Other,FAQ,"2,600.00","2,750.00","2,625.00",Rs./Quintal,08-08-2026
Maharashtra,Ahilyanagar,APMC Jamkhed ,Cereals,Wheat,Other,Non-FAQ,"2,200.00","2,500.00","2,350.00",Rs./Quintal,08-08-2026
Maharashtra,Ahilyanagar,APMC Jamkhed ,Cereals,Wheat,Other,FAQ,"2,600.00","2,750.00","2,675.00",Rs./Quintal,07-08-2026
Maharashtra,Ahilyanagar,APMC Jamkhed ,Cereals,Wheat,Other,Non-FAQ,"2,300.00","2,500.00","2,400.00",Rs./Quintal,07-08-2026
Maharashtra,Ahilyanagar,APMC Jamkhed ,Cereals,Wheat,Other,FAQ,"2,600.00","2,650.00","2,600.00",Rs./Quintal,06-08-2026
Maharashtra,Ahilyanagar,APMC Jamkhed ,Cereals,Wheat,Other,Non-FAQ,"2,300.00","2,500.00","2,400.00",Rs./Quintal,06-08-2026
Maharashtra,Ahilyanagar,APMC Jamkhed ,Cereals,Wheat,Other,FAQ,"2,600.00","2,650.00","2,625.00",Rs./Quintal,04-08-2026
Maharashtra,Ahilyanagar,APMC Jamkhed ,Cereals,Wheat,Other,Non-FAQ,"2,300.00","2,500.00","2,400.00",Rs./Quintal,04-08-2026
Maharashtra,Ahilyanagar,APMC Jamkhed ,Cereals,Wheat,Other,FAQ,"2,600.00","2,650.00","2,625.00",Rs./Quintal,03-08-2026
Maharashtra,Ahilyanagar,APMC Jamkhed ,Cereals,Wheat,Other,Non-FAQ,"2,200.00","2,500.00","2,350.00",Rs./Quintal,03-08-2026
Maharashtra,Ahilyanagar,APMC Jamkhed ,Cereals,Wheat,Other,Non-FAQ,"2,200.00","2,500.00","2,350.00",Rs./Quintal,01-08-2026
Maharashtra,Ahilyanagar,APMC Jamkhed ,Cereals,Wheat,Other,Non-FAQ,"2,300.00","2,500.00","2,400.00",Rs./Quintal,31-07-2026
Maharashtra,Ahilyanagar,APMC Jamkhed ,Cereals,Wheat,Other,Non-FAQ,"2,300.00","2,500.00","2,400.00",Rs./Quintal,30-07-2026
Maharashtra,Ahilyanagar,APMC Jamkhed ,Cereals,Wheat,Other,FAQ,"2,600.00","2,650.00","2,625.00",Rs./Quintal,28-07-2026
Maharashtra,Ahilyanagar,APMC Jamkhed ,Cereals,Wheat,Other,Non-FAQ,"2,200.00","2,500.00","2,350.00",Rs./Quintal,28-07-2026
Maharashtra,Ahilyanagar,APMC Jamkhed ,Cereals,Wheat,Other,Non-FAQ,"2,300.00","2,500.00","2,400.00",Rs./Quintal,27-07-2026
Maharashtra,Ahilyanagar,APMC Jamkhed ,Cereals,Wheat,Other,Non-FAQ,"2,300.00","2,500.00","2,400.00",Rs./Quintal,24-07-2026
Maharashtra,Ahilyanagar,APMC Jamkhed ,Cereals,Wheat,Other,Non-FAQ,"2,300.00","2,500.00","2,400.00",Rs./Quintal,21-07-2026
Maharashtra,Ahilyanagar,APMC Jamkhed ,Cereals,Wheat,Other,Non-FAQ,"2,200.00","2,500.00","2,350.00",Rs./Quintal,20-07-2026
Maharashtra,Ahilyanagar,APMC Jamkhed ,Cereals,Wheat,Other,Non-FAQ,"2,200.00","2,500.00","2,350.00",Rs./Quintal,18-07-2026
Maharashtra,Ahilyanagar,APMC Jamkhed ,Cereals,Wheat,Other,Non-FAQ,"2,200.00","2,500.00","2,350.00",Rs./Quintal,17-07-2026
Maharashtra,Ahilyanagar,APMC Jamkhed ,Cereals,Wheat,Other,Non-FAQ,"2,200.00","2,500.00","2,350.00",Rs./Quintal,16-07-2026
Maharashtra,Ahilyanagar,APMC Jamkhed ,Cereals,Wheat,Other,Non-FAQ,"2,200.00","2,500.00","2,350.00",Rs./Quintal,14-07-2026
Maharashtra,Ahilyanagar,APMC Jamkhed ,Cereals,Wheat,Other,Non-FAQ,"2,300.00","2,500.00","2,400.00",Rs./Quintal,13-07-2026
Maharashtra,Ahilyanagar,APMC Jamkhed ,Cereals,Wheat,Other,Non-FAQ,"2,200.00","2,500.00","2,350.00",Rs./Quintal,11-07-2026
Maharashtra,Ahilyanagar,APMC Jamkhed ,Cereals,Wheat,Other,Non-FAQ,"2,300.00","2,500.00","2,400.00",Rs./Quintal,10-07-2026
Maharashtra,Ahilyanagar,APMC Jamkhed ,Cereals,Wheat,Other,Non-FAQ,"2,200.00","2,500.00","2,350.00",Rs./Quintal,09-07-2026
Maharashtra,Ahilyanagar,APMC Jamkhed ,Cereals,Wheat,Other,Non-FAQ,"2,300.00","2,500.00","2,400.00",Rs./Quintal,07-07-2026
Maharashtra,Ahilyanagar,APMC Jamkhed ,Cereals,Wheat,Other,Non-FAQ,"2,300.00","2,500.00","2,400.00",Rs./Quintal,06-07-2026
Maharashtra,Ahilyanagar,APMC Jamkhed ,Cereals,Wheat,Other,Non-FAQ,"2,300.00","2,500.00","2,400.00",Rs./Quintal,04-07-2026
Maharashtra,Ahilyanagar,APMC Jamkhed ,Cereals,Wheat,Other,Non-FAQ,"2,300.00","2,500.00","2,400.00",Rs./Quintal,03-07-2026
Maharashtra,Ahilyanagar,APMC Jamkhed ,Cereals,Wheat,Other,Non-FAQ,"2,300.00","2,500.00","2,400.00",Rs./Quintal,02-07-2026
Maharashtra,Ahilyanagar,APMC Jamkhed ,Cereals,Wheat,Other,Non-FAQ,"2,200.00","2,500.00","2,350.00",Rs./Quintal,30-06-2026
Maharashtra,Ahilyanagar,APMC Jamkhed ,Cereals,Wheat,Other,Non-FAQ,"2,200.00","2,500.00","2,350.00",Rs./Quintal,29-06-2026
Maharashtra,Ahilyanagar,APMC Jamkhed ,Cereals,Wheat,Other,Non-FAQ,"2,200.00","2,400.00","2,300.00",Rs./Quintal,27-06-2026
Maharashtra,Ahilyanagar,APMC Jamkhed ,Cereals,Wheat,Other,Non-FAQ,"2,300.00","2,500.00","2,400.00",Rs./Quintal,25-06-2026
Maharashtra,Ahilyanagar,APMC Jamkhed ,Cereals,Wheat,Other,Non-FAQ,"2,200.00","2,400.00","2,300.00",Rs./Quintal,23-06-2026
Maharashtra,Ahilyanagar,APMC Jamkhed ,Cereals,Wheat,Other,Non-FAQ,"2,200.00","2,400.00","2,300.00",Rs./Quintal,22-06-2026
Maharashtra,Ahilyanagar,APMC Jamkhed ,Cereals,Wheat,Other,Non-FAQ,"2,200.00","2,400.00","2,300.00",Rs./Quintal,20-06-2026
Maharashtra,Ahilyanagar,APMC Jamkhed ,Cereals,Wheat,Other,Non-FAQ,"2,100.00","2,400.00","2,250.00",Rs./Quintal,19-06-2026
Maharashtra,Ahilyanagar,APMC Jamkhed ,Cereals,Wheat,Other,Non-FAQ,"2,200.00","2,400.00","2,300.00",Rs./Quintal,18-06-2026
Maharashtra,Ahilyanagar,APMC Jamkhed ,Cereals,Wheat,Other,Non-FAQ,"2,100.00","2,500.00","2,300.00",Rs./Quintal,16-06-2026
Maharashtra,Ahilyanagar,APMC Jamkhed ,Cereals,Wheat,Other,Non-FAQ,"2,300.00","2,500.00","2,400.00",Rs./Quintal,15-06-2026
Maharashtra,Ahilyanagar,APMC Jamkhed ,Cereals,Wheat,Other,Non-FAQ,"2,200.00","2,500.00","2,350.00",Rs./Quintal,13-06-2026
Maharashtra,Ahilyanagar,APMC Jamkhed ,Cereals,Wheat,Other,Non-FAQ,"2,300.00","2,500.00","2,400.00",Rs./Quintal,12-06-2026
Maharashtra,Ahilyanagar,APMC Jamkhed ,Cereals,Wheat,Other,Non-FAQ,"2,200.00","2,500.00","2,350.00",Rs./Quintal,11-06-2026
Maharashtra,Ahilyanagar,APMC Jamkhed ,Cereals,Wheat,Other,Non-FAQ,"2,300.00","2,500.00","2,400.00",Rs./Quintal,09-06-2026
Maharashtra,Ahilyanagar,APMC Jamkhed ,Cereals,Wheat,Other,Non-FAQ,"2,200.00","2,500.00","2,350.00",Rs./Quintal,08-06-2026
Maharashtra,Ahilyanagar,APMC Jamkhed ,Cereals,Wheat,Other,Non-FAQ,"2,300.00","2,500.00","2,400.00",Rs./Quintal,06-06-2026
Maharashtra,Ahilyanagar,APMC Jamkhed ,Cereals,Wheat,Other,Non-FAQ,"2,300.00","2,500.00","2,400.00",Rs./Quintal,05-06-2026
Maharashtra,Ahilyanagar,APMC Jamkhed ,Cereals,Wheat,Other,Non-FAQ,"2,300.00","2,500.00","2,400.00",Rs./Quintal,04-06-2026
Maharashtra,Ahilyanagar,APMC Jamkhed ,Cereals,Wheat,Other,Non-FAQ,"2,300.00","2,500.00","2,400.00",Rs./Quintal,02-06-2026
Maharashtra,Ahilyanagar,APMC Jamkhed ,Cereals,Wheat,Other,Non-FAQ,"2,300.00","2,500.00","2,400.00",Rs./Quintal,01-06-2026
Maharashtra,Ahilyanagar,APMC Jamkhed ,Cereals,Wheat,Other,Non-FAQ,"2,300.00","2,500.00","2,400.00",Rs./Quintal,30-05-2026
Maharashtra,Ahilyanagar,APMC Jamkhed ,Cereals,Wheat,Other,Non-FAQ,"2,300.00","2,500.00","2,400.00",Rs./Quintal,29-05-2026
Maharashtra,Ahilyanagar,APMC Jamkhed ,Cereals,Wheat,Other,Non-FAQ,"2,300.00","2,500.00","2,400.00",Rs./Quintal,28-05-2026
Maharashtra,Ahilyanagar,APMC Jamkhed ,Cereals,Wheat,Other,Non-FAQ,"2,300.00","2,500.00","2,400.00",Rs./Quintal,26-05-2026
Maharashtra,Ahilyanagar,APMC Jamkhed ,Cereals,Wheat,Other,Non-FAQ,"2,300.00","2,500.00","2,400.00",Rs./Quintal,25-05-2026
Maharashtra,Ahilyanagar,APMC Jamkhed ,Cereals,Wheat,Other,Non-FAQ,"2,100.00","2,400.00","2,250.00",Rs./Quintal,23-05-2026
Maharashtra,Ahilyanagar,APMC Jamkhed ,Cereals,Wheat,Other,Non-FAQ,"2,200.00","2,500.00","2,350.00",Rs./Quintal,22-05-2026
